TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
magnifici	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
domi	O	_	O	_	_	O	_	_	_
parci	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
amicos	O	_	O	_	_	O	_	_	_
fideles	O	_	O	_	_	O	_	_	_
erant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
3	O	_	O	_	_	O	_	_	_
Duabus	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
artibus	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
audacia	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
bello	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ubi	O	_	O	_	_	O	_	_	_
pax	O	_	O	_	_	O	_	_	_
evenerat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
aequitate	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
seque	O	_	O	_	_	O	_	_	_
remque	O	_	O	_	_	O	_	_	_
publicam	O	_	O	_	_	O	_	_	_
curabant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
4	O	_	O	_	_	O	_	_	_
Quarum	O	_	O	_	_	O	_	_	_
rerum	O	_	O	_	_	O	_	_	_
ego	O	_	O	_	_	O	_	_	_
maxuma	O	_	O	_	_	O	_	_	_
documenta	O	_	O	_	_	O	_	_	_
haec	O	_	O	_	_	O	_	_	_
habeo	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quod	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
bello	O	_	O	_	_	O	_	_	_
saepius	O	_	O	_	_	O	_	_	_
vindicatum	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
eos	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
contra	O	_	O	_	_	O	_	_	_
imperium	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
hostem	O	_	O	_	_	O	_	_	_
pugnaverant	O	_	O	_	_	O	_	_	_
quique	O	_	O	_	_	O	_	_	_
tardius	O	_	O	_	_	O	_	_	_
revocati	O	_	O	_	_	O	_	_	_
proelio	O	_	O	_	_	O	_	_	_
excesserant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
signa	O	_	O	_	_	O	_	_	_
relinquere	O	_	O	_	_	O	_	_	_
aut	O	_	O	_	_	O	_	_	_
pulsi	O	_	O	_	_	O	_	_	_
loco	O	_	O	_	_	O	_	_	_
cedere	O	_	O	_	_	O	_	_	_
ausi	O	_	O	_	_	O	_	_	_
erant	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
5	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
pace	O	_	O	_	_	O	_	_	_
vero	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quod	O	_	O	_	_	O	_	_	_
beneficiis	O	_	O	_	_	O	_	_	_
magis	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
metu	O	_	O	_	_	O	_	_	_
imperium	O	_	O	_	_	O	_	_	_
agitabant	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
accepta	O	_	O	_	_	O	_	_	_
iniuria	O	_	O	_	_	O	_	_	_
ignoscere	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
persequi	O	_	O	_	_	O	_	_	_
malebant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
[	O	_	O	_	_	O	_	_	NoSpaceAfter
10	O	_	O	_	_	O	_	_	NoSpaceAfter
]	O	_	O	_	_	O	_	_	_
1	O	_	O	_	_	O	_	_	_
Sed	O	_	O	_	_	O	_	_	_
ubi	O	_	O	_	_	O	_	_	_
labore	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
iustitia	O	_	O	_	_	O	_	_	_
res	O	_	O	_	_	O	_	_	_
publica	O	_	O	_	_	O	_	_	_
crevit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
reges	O	_	O	_	_	O	_	_	_
magni	O	_	O	_	_	O	_	_	_
bello	O	_	O	_	_	O	_	_	_
domiti	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
nationes	O	_	O	_	_	O	_	_	_
ferae	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
populi	O	_	O	_	_	O	_	_	_
ingentes	O	_	O	_	_	O	_	_	_
vi	O	_	O	_	_	O	_	_	_
subacti	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Carthago	B-place	_	B-place	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
aemula	O	_	O	_	_	O	_	_	_
imperi	B-collective	_	B-collective.organization	_	_	O	_	_	_
Romani	I-collective	_	I-collective.organization	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ab	O	_	O	_	_	O	_	_	_
stirpe	O	_	O	_	_	O	_	_	_
interiit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
cuncta	O	_	O	_	_	O	_	_	_
maria	O	_	O	_	_	O	_	_	_
terraeque	O	_	O	_	_	O	_	_	_
patebant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
saevire	O	_	O	_	_	O	_	_	_
fortuna	O	_	O	_	_	O	_	_	_
ac	O	_	O	_	_	O	_	_	_
miscere	O	_	O	_	_	O	_	_	_
omnia	O	_	O	_	_	O	_	_	_
coepit	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
2	O	_	O	_	_	O	_	_	_
Qui	O	_	O	_	_	O	_	_	_
labores	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
pericula	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
dubias	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
asperas	O	_	O	_	_	O	_	_	_
res	O	_	O	_	_	O	_	_	_
facile	O	_	O	_	_	O	_	_	_
toleraverant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
iis	O	_	O	_	_	O	_	_	_
otium	O	_	O	_	_	O	_	_	_
divitiaeque	O	_	O	_	_	O	_	_	_
optanda	O	_	O	_	_	O	_	_	_
alias	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
oneri	O	_	O	_	_	O	_	_	_
miseriaeque	O	_	O	_	_	O	_	_	_
fuere	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
3	O	_	O	_	_	O	_	_	_
Igitur	O	_	O	_	_	O	_	_	_
primo	O	_	O	_	_	O	_	_	_
imperi	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
deinde	O	_	O	_	_	O	_	_	_
pecuniae	O	_	O	_	_	O	_	_	_
cupido	O	_	O	_	_	O	_	_	_
crevit	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
ea	O	_	O	_	_	O	_	_	_
quasi	O	_	O	_	_	O	_	_	_
materies	O	_	O	_	_	O	_	_	_
omnium	O	_	O	_	_	O	_	_	_
malorum	O	_	O	_	_	O	_	_	_
fuere	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
4	O	_	O	_	_	O	_	_	_
Namque	O	_	O	_	_	O	_	_	_
avaritia	O	_	O	_	_	O	_	_	_
fidem	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
probitatem	O	_	O	_	_	O	_	_	_
ceterasque	O	_	O	_	_	O	_	_	_
artis	O	_	O	_	_	O	_	_	_
bonas	O	_	O	_	_	O	_	_	_
subvortit	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
pro	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
superbiam	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
crudelitatem	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
deos	O	_	O	_	_	O	_	_	_
neglegere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
omnia	O	_	O	_	_	O	_	_	_
venalia	O	_	O	_	_	O	_	_	_
habere	O	_	O	_	_	O	_	_	_
edocuit	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
5	O	_	O	_	_	O	_	_	_
Ambitio	O	_	O	_	_	O	_	_	_
multos	O	_	O	_	_	O	_	_	_
mortalis	O	_	O	_	_	O	_	_	_
falsos	O	_	O	_	_	O	_	_	_
fieri	O	_	O	_	_	O	_	_	_
subegit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
aliud	O	_	O	_	_	O	_	_	_
clausum	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
pectore	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
aliud	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
lingua	O	_	O	_	_	O	_	_	_
promptum	O	_	O	_	_	O	_	_	_
habere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
amicitias	O	_	O	_	_	O	_	_	_
inimicitiasque	O	_	O	_	_	O	_	_	_
non	O	_	O	_	_	O	_	_	_
ex	O	_	O	_	_	O	_	_	_
re	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sed	O	_	O	_	_	O	_	_	_
ex	O	_	O	_	_	O	_	_	_
commodo	O	_	O	_	_	O	_	_	_
aestumare	O	_	O	_	_	O	_	_	_
magisque	O	_	O	_	_	O	_	_	_
voltum	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
ingenium	O	_	O	_	_	O	_	_	_
bonum	O	_	O	_	_	O	_	_	_
habere	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
6	O	_	O	_	_	O	_	_	_
Haec	O	_	O	_	_	O	_	_	_
primo	O	_	O	_	_	O	_	_	_
paulatim	O	_	O	_	_	O	_	_	_
crescere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
interdum	O	_	O	_	_	O	_	_	_
vindicari	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
post	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ubi	O	_	O	_	_	O	_	_	_
contagio	O	_	O	_	_	O	_	_	_
quasi	O	_	O	_	_	O	_	_	_
pestilentia	O	_	O	_	_	O	_	_	_
invasit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
civitas	O	_	O	_	_	O	_	_	_
inmutata	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
imperium	O	_	O	_	_	O	_	_	_
ex	O	_	O	_	_	O	_	_	_
iustissumo	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
optumo	O	_	O	_	_	O	_	_	_
crudele	O	_	O	_	_	O	_	_	_
intolerandumque	O	_	O	_	_	O	_	_	_
factum	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
[	O	_	O	_	_	O	_	_	NoSpaceAfter
11	O	_	O	_	_	O	_	_	NoSpaceAfter
]	O	_	O	_	_	O	_	_	_
1	O	_	O	_	_	O	_	_	_
Sed	O	_	O	_	_	O	_	_	_
primo	O	_	O	_	_	O	_	_	_
magis	O	_	O	_	_	O	_	_	_
ambitio	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
avaritia	O	_	O	_	_	O	_	_	_
animos	O	_	O	_	_	O	_	_	_
hominum	O	_	O	_	_	O	_	_	_
exercebat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quod	O	_	O	_	_	O	_	_	_
tamen	O	_	O	_	_	O	_	_	_
vitium	O	_	O	_	_	O	_	_	_
propius	O	_	O	_	_	O	_	_	_
virtutem	O	_	O	_	_	O	_	_	_
erat	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
2	O	_	O	_	_	O	_	_	_
Nam	O	_	O	_	_	O	_	_	_
gloriam	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
honorem	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
imperium	O	_	O	_	_	O	_	_	_
bonus	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
ignavus	O	_	O	_	_	O	_	_	_
aeque	O	_	O	_	_	O	_	_	_
sibi	O	_	O	_	_	O	_	_	_
exoptant	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
sed	O	_	O	_	_	O	_	_	_
ille	O	_	O	_	_	O	_	_	_
vera	O	_	O	_	_	O	_	_	_
via	O	_	O	_	_	O	_	_	_
nititur	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
huic	O	_	O	_	_	O	_	_	_
quia	O	_	O	_	_	O	_	_	_
bonae	O	_	O	_	_	O	_	_	_
artes	O	_	O	_	_	O	_	_	_
desunt	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
dolis	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
fallaciis	O	_	O	_	_	O	_	_	_
contendit	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
3	O	_	O	_	_	O	_	_	_
Avaritia	O	_	O	_	_	O	_	_	_
pecuniae	O	_	O	_	_	O	_	_	_
studium	O	_	O	_	_	O	_	_	_
habet	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
nemo	O	_	O	_	_	O	_	_	_
sapiens	O	_	O	_	_	O	_	_	_
concupivit	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
ea	O	_	O	_	_	O	_	_	_
quasi	O	_	O	_	_	O	_	_	_
venenis	O	_	O	_	_	O	_	_	_
malis	O	_	O	_	_	O	_	_	_
inbuta	O	_	O	_	_	O	_	_	_
corpus	O	_	O	_	_	O	_	_	_
animumque	O	_	O	_	_	O	_	_	_
virilem	O	_	O	_	_	O	_	_	_
effeminat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
semper	O	_	O	_	_	O	_	_	_
infinita	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
insatiabilis	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
neque	O	_	O	_	_	O	_	_	_
copia	O	_	O	_	_	O	_	_	_
neque	O	_	O	_	_	O	_	_	_
inopia	O	_	O	_	_	O	_	_	_
minuitur	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
4	O	_	O	_	_	O	_	_	_
Sed	O	_	O	_	_	O	_	_	_
postquam	O	_	O	_	_	O	_	_	_
L	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Sulla	B-person	_	B-person	_	_	O	_	_	_
armis	O	_	O	_	_	O	_	_	_
recepta	O	_	O	_	_	O	_	_	_
re	O	_	O	_	_	O	_	_	_
publica	O	_	O	_	_	O	_	_	_
bonis	O	_	O	_	_	O	_	_	_
initiis	O	_	O	_	_	O	_	_	_
malos	O	_	O	_	_	O	_	_	_
eventus	O	_	O	_	_	O	_	_	_
habuit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
rapere	O	_	O	_	_	O	_	_	_
omnes	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
omnes	O	_	O	_	_	O	_	_	_
trahere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
domum	O	_	O	_	_	O	_	_	_
alius	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
alius	O	_	O	_	_	O	_	_	_
agros	O	_	O	_	_	O	_	_	_
cupere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
neque	O	_	O	_	_	O	_	_	_
modum	O	_	O	_	_	O	_	_	_
neque	O	_	O	_	_	O	_	_	_
modestiam	O	_	O	_	_	O	_	_	_
victores	O	_	O	_	_	O	_	_	_
habere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
foeda	O	_	O	_	_	O	_	_	_
crudeliaque	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
civis	O	_	O	_	_	O	_	_	_
facinora	O	_	O	_	_	O	_	_	_
facere	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
5	O	_	O	_	_	O	_	_	_
Huc	O	_	O	_	_	O	_	_	_
accedebat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quod	O	_	O	_	_	O	_	_	_
L	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Sulla	B-person	_	B-person	_	_	O	_	_	_
exercitum	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quem	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Asia	B-place	_	B-place	_	_	O	_	_	_
ductaverat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quo	O	_	O	_	_	O	_	_	_
sibi	O	_	O	_	_	O	_	_	_
fidum	O	_	O	_	_	O	_	_	_
faceret	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
contra	O	_	O	_	_	O	_	_	_
morem	O	_	O	_	_	O	_	_	_
maiorum	O	_	O	_	_	O	_	_	_
luxuriose	O	_	O	_	_	O	_	_	_
nimisque	O	_	O	_	_	O	_	_	_
liberaliter	O	_	O	_	_	O	_	_	_
habuerat	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Loca	O	_	O	_	_	O	_	_	_
amoena	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
voluptaria	O	_	O	_	_	O	_	_	_
facile	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
otio	O	_	O	_	_	O	_	_	_
ferocis	O	_	O	_	_	O	_	_	_
militum	O	_	O	_	_	O	_	_	_
animos	O	_	O	_	_	O	_	_	_
molliverant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
6	O	_	O	_	_	O	_	_	_
Ibi	O	_	O	_	_	O	_	_	_
primum	O	_	O	_	_	O	_	_	_
insuevit	O	_	O	_	_	O	_	_	_
exercitus	O	_	O	_	_	O	_	_	_
populi	B-collective	_	B-collective.ethnic	_	_	O	_	_	_
Romani	I-collective	_	I-collective.ethnic	_	_	O	_	_	_
amare	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
potare	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
signa	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
tabulas	O	_	O	_	_	O	_	_	_
pictas	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
vasa	O	_	O	_	_	O	_	_	_
caelata	O	_	O	_	_	O	_	_	_
mirari	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ea	O	_	O	_	_	O	_	_	_
privatim	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
publice	O	_	O	_	_	O	_	_	_
rapere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
delubra	O	_	O	_	_	O	_	_	_
spoliare	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sacra	O	_	O	_	_	O	_	_	_
profanaque	O	_	O	_	_	O	_	_	_
omnia	O	_	O	_	_	O	_	_	_
polluere	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
7	O	_	O	_	_	O	_	_	_
Igitur	O	_	O	_	_	O	_	_	_
ii	O	_	O	_	_	O	_	_	_
milites	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
postquam	O	_	O	_	_	O	_	_	_
victoriam	O	_	O	_	_	O	_	_	_
adepti	O	_	O	_	_	O	_	_	_
sunt	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
nihil	O	_	O	_	_	O	_	_	_
reliqui	O	_	O	_	_	O	_	_	_
victis	O	_	O	_	_	O	_	_	_
fecere	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
8	O	_	O	_	_	O	_	_	_
Quippe	O	_	O	_	_	O	_	_	_
secundae	O	_	O	_	_	O	_	_	_
res	O	_	O	_	_	O	_	_	_
sapientium	O	_	O	_	_	O	_	_	_
animos	O	_	O	_	_	O	_	_	_
fatigant	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
ne	O	_	O	_	_	O	_	_	_
illi	O	_	O	_	_	O	_	_	_
corruptis	O	_	O	_	_	O	_	_	_
moribus	O	_	O	_	_	O	_	_	_
victoriae	O	_	O	_	_	O	_	_	_
temperarent	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
